titulo,autores,generos,serie,sinopsis,url_libro,categoria_origen,fecha_extraccion,imagen_portada
Relatos 1 (1913-1927),Bertolt Brecht,"Clásico, Drama, Relato",Narrativa Completa Bertol Brecht,"La obra narrativa de Bertolt Brecht (1898-1956), cuyos inicios coinciden con la cristalización de su temprana vocación literaria, se entrecruzó a lo largo de la vida del autor con el resto de su labor creativa y estuvo animada por los mismos objetivos que guiaron su producción teatral y poética. Los RELATOS —divididos en dos volúmenes— recogen la totalidad de la obra brechtiana en este campo siguiendo un orden cronológico. Este primer tomo reúne las narraciones breves publicadas en diversos periódicos y revistas entre 1913 y 1927, además de algunos inéditos correspondientes a este mismo período. A partir de la aparición de la breve parábola La guerra balcánica la publicación de sus primeros relatos en una revista de Augsburgo marcha en paralelo con sus primeras tentativas en el campo del periodismo.",https://ww3.lectulandia.co/book/relatos-1-1913-1927/,Clásico,2026-09-06 12:58:09,https://assets.lectulandia.co/b/Bertolt%20Brecht/Relatos%201%20(1913-1927)%20(4992)/big.jpg
Relatos 2 (1927-1949),Bertolt Brecht,"Clásico, Drama, Relato",Narrativa Completa Bertol Brecht,"La obra narrativa de Bertolt Brecht (1898-1956), cuyos inicios coinciden con la cristalización de su temprana vocación literaria, se entrecruzó a lo largo de la vida del autor con el resto de su labor creativa y estuvo animada por los mismos objetivos que guiaron su producción teatral y poética. Los RELATOS —divididos en dos volúmenes— recogen la totalidad de la obra brechtiana en este campo siguiendo un orden cronológico. Si el primer tomo reúne sus narraciones publicadas en diversos periódicos y revistas entre 1913 y 1927, además de algunos inéditos, este segundo volumen agrupa los relatos correspondientes al período que abarca de 1927 a 1948. Escritos a lo largo de un difícil exilio que condujo al autor desde Dinamarca a la Unión Soviética y Estados Unidos pasando por Finlandia y Suecia, los relatos aquí recogidos —aparecidos varios de ellos más tarde en ""Historias de almanaque""— proporcionan algunas claves fundamentales para la comprensión del autor alemán.",https://ww3.lectulandia.co/book/relatos-2-1927-1949/,Clásico,2026-09-06 12:58:12,https://assets.lectulandia.co/b/Bertolt%20Brecht/Relatos%202%20(1927-1949)%20(4994)/big.jpg
Basil,Wilkie Collins,"Clásico, Drama, Intriga",N/D,"Basil, benjamín de «un caballero inglés de inmensa fortuna», se enamora de un flechazo de una muchacha a la que un día ve casualmente en un ómnibus. Después de conocerla, accede a casarse con ella, con la insólita condición, impuesta por el padre de la muchacha, de no consumar el matrimonio hasta que pase un año. Así empieza «la historia de un error inocente en sus comienzos, culpable en su desarrollo, fatal en su desenlace»: la historia, en suma, de una degradación por amor. Un año después, un terrible descubrimiento arrastra a los personajes a una pesadilla de culpa, venganza, violencia y muerte en la que el bien y el mal revelan ocultas, perversas fraternidades. Segunda de las novelas de Wilkie Collins, Basil (1852) es ya un elocuente ejemplo de su universo característico, en el que, escarbando en «el secreto teatro del hogar», sin traspasar nunca los delicados muros de un interior doméstico, se encuentran toda la pasión y la sinrazón brutal de la novela gótica.",https://ww3.lectulandia.co/book/basil/,Clásico,2026-09-06 12:58:15,https://assets.lectulandia.co/b/Wilkie%20Collins/Basil%20(4921)/big.jpg
Los pazos de Ulloa,Emilia Pardo Bazán,Clásico,N/D,"La acción está ambientada en Ulloa, agreste región de Galicia, alrededor de 1866. El joven y recién ordenado sacerdote Julián Álvarez llega como capellán al poblado de Los Pazos, donde se levanta el castillo perteneciente a don Pedro Moscoso, de 30 años de edad, hombre licencioso, frívolo y desaprensivo, que ilegítimamente ostenta el título de marqués de Ulloa. En Los Pazos reina el más completo desorden y abandono. Los aldeanos roban impunemente al marquesado todo cuanto pueden. Quien verdaderamente manda y administra el solar es Primitivo, astuto labriego a las órdenes de don Pedro, que no ve con buenos ojos la llegada de Julián. La hermosa Isabel, hija de Primitivo, es la amante de don Pedro (y de cualquier campesino de los alrededores que la solicite), relación propiciada por su propio padre para tener así mayor dominio sobre el amo. De estos amores ilícitos ha nacido un niño, Perucho, de quien nadie se ocupa y por ello crece salvaje, sucio y solo. El sacerdote desaprueba tanto saqueo y libertinaje. Con no poco esfuerzo, convence a don Pedro de que abandone su vida viciosa, elija una mujer digna y la haga su esposa. La elección recae en Marcelina, llamada cariñosamente Nucha, virtuosa joven citadina y además prima del marqués. El matrimonio parece aquietar al principio el desenfreno de don Pedro, pero cuando a costa de su salud Nucha da a luz una niña y no un heredero varón, Moscoso, frustrado, vuelve junto a Isabel y al escándalo de sus antiguas costumbres. Esta conducta del marido atormenta y consume el ánimo de Nucha, quien finalmente muere de angustia y aflicción. Los Pazos de Ulloa, describe con realismo y fidelidad el ambiente y los caracteres, tanto el de los protagonistas como el de los personajes secundarios, el abad de Ulloa, el doctor Juncal —ejemplo de médico de aldea—, Perucho y los caciques que participan en la lucha electoral, entre otros. La sensibilidad de la autora ha captado el clima social de atraso, corrupción y pasiones primitivas que se vive en ese apartado rincón de Galicia, símbolo de la provincia española a fines del siglo XIX, pero sobre todo ha puesto énfasis en el elemento humano, la víctima de su instinto, del dolor o el desengaño. Novela intensa, amena, concebida con dominio de los efectos y escrita con estilo sencillo, es la mejor y más representativa de Emilia Pardo Bazán.",https://ww3.lectulandia.co/book/los-pazos-de-ulloa/,Clásico,2026-09-06 12:58:18,https://assets.lectulandia.co/b/Emilia%20Pardo%20Bazan/Los%20pazos%20de%20Ulloa%20(4937)/big.jpg
Viaje al Oeste. Las aventuras del Rey Mono,Anónimo,"Aventuras, Clásico, Cuentos, Fantástico, Viajes",N/D,"Viaje al Oeste recoge los avatares del monje Chen Hsüan-Tsang (Tripitaka) en su largo peregrinaje a la India en busca de escrituras budistas. Con su brillante estilo literario, se acabará desplazando al monje viajero y confiando el peso de la acción a sus tres discípulos, antiguos inmortales caídos en desgracia, que se verán obligados a sortear peligros y monstruos, cada vez más poderosos y crueles, que se oponen a su propósito de alcanzar la Montaña del Espíritu, donde en recompensa a su fidelidad serán elevados a la categoría de budas. Su aventura se convierte en un auténtico viaje interior, en el que las visiones budista y taoísta de la realidad juegan un papel esencial, apreciable incluso en la estructura de la obra. La presente traducción, directa del chino, es una de las escasísimas de la obra completa en una lengua occidental desde su aparición en 1592.",https://ww3.lectulandia.co/book/viaje-al-oeste-las-aventuras-del-rey-mono/,Clásico,2026-09-06 12:58:21,https://assets.lectulandia.co/b/Anonimo/Viaje%20al%20Oeste.%20Las%20aventuras%20del%20Rey%20Mo%20(4893)/big.jpg
Emma,Jane Austen,"Clásico, Romántico",N/D,"Obra maestra de la narrativa del XIX y una de las grandes novelas de Jane Austen, Emma cuenta la historia de una inteligente y laboriosa joven empeñada en hacer de Celestina de todas sus amistades. Cuando su institutriz, amiga y confidente decide contraer matrimonio, Emma Woodhouse se queda sola con sus propios sentimientos y se enfrenta al vacío de su vida y a la penosa tarea de intentar que los demás lleven una vida tan perfecta como la suya. Todos sus trabajos de manipulación sentimental crean a su alrededor una telaraña de enredos, malentendidos y confusiones que ponen a prueba su confianza en sí misma. Novela exquisita y espléndido retrato de la Inglaterra de provincias de principios del siglo XIX, Emma es una obra imperecedera y su protagonista ocupa uno de los lugares de honor en la galería de las heroínas inolvidables de la literatura universal.",https://ww3.lectulandia.co/book/emma/,Clásico,2026-09-06 12:58:24,https://assets.lectulandia.co/b/Jane%20Austen/Emma%20(4809)/big.jpg
El fantasma de la ópera,Gastón Leroux,"Clásico, Drama, Intriga",N/D,N/D,https://ww3.lectulandia.co/book/el-fantasma-de-la-opera/,Clásico,2026-09-06 12:58:27,https://assets.lectulandia.co/b/Gaston%20Leroux/El%20fantasma%20de%20la%20opera%20(4764)/big.jpg
Las hojas caídas,Wilkie Collins,"Clásico, Drama",N/D,"Amelius Goldenheart, tras haberse criado en una comunidad socialista cristiana en Estados Unidos, regresa a su Inglaterra natal para conocer mundo y alejarse del amor de una mujer con una misteriosa tragedia en su pasado. Con veintiún años, Amelius llega a Londres con una carta de presentación dirigida a John Farnaby y se enamora de su sobrina Regina. A pesar de los recelos de Farnaby, su esposa ve con muy buenos ojos al joven y le confía un secreto y una misión: encontrar a la hija recién nacida que le robaron hace dieciséis años. Paulatinamente, el joven Amelius se va implicando más en las desdichas de unas mujeres unidas por su relación con el joven y por los secretos del pasado; unas mujeres a las que, pese a sus intentos por encontrar la felicidad, la vida sólo les devuelve desgracias y decepciones; unas hojas caídas. En la Inglaterra victoriana, los ideales y principios de Amelius chocarán de frente con las estrictas normas de la sociedad en su intento por ayudar a esas hojas caídas. ¿Conseguirá superar los prejuicios y alcanzar la felicidad?",https://ww3.lectulandia.co/book/las-hojas-caidas/,Clásico,2026-09-06 12:58:30,https://assets.lectulandia.co/b/Wilkie%20Collins/Las%20hojas%20caidas%20(4778)/big.jpg
Cuentos completos,Vladimir Nabokov,"Clásico, Cuentos",N/D,"Se reúnen todos los relatos de uno de los mayores narradores del siglo XX. Estos cuentos exponen el impresionante abanico de su creatividad formal y técnica y revelan el fascinante progreso de su desarrollo artístico a la vez que nos recuerdan que estamos ante un verdadero maestro.«Aunque es cierto que iluminan la evolución de su proceso creativo y que nos proporcionan inestimables claves acerca de los temas y los métodos que utilizaría más tarde, los relatos de Vladimir Nabokov constituyen su obra más accesible. Incluso aquellos que están íntimamente ligados a alguna de las novelas tienen entidad y consistencia propia. Ofrecen una gratificación inmediata al lector independientemente de que éste se haya aventurado en la más compleja y procelosa escritura nabokoviana o en la historia personal del autor.»Por Dmitri Nabokov.",https://ww3.lectulandia.co/book/cuentos-completos-vladimir-nabokov/,Clásico,2026-09-06 12:58:33,https://assets.lectulandia.co/b/Vladimir%20Nabokov/Cuentos%20completos%20(4741)/big.jpg
El vampiro,John William Polidori,"Clásico, Fantástico, Relato",N/D,"El vampiro es el relato fundacional del género del «vampiro romántico». Polidori lo escribió en las tormentosas noches de verano, entre el 16 de junio y el 19 de junio de 1816, en Villa Diodati, junto con Lord Byron, Percy Shelley, Mary Shelley, la condesa Potocka y Matthew Lewis. El relato trata de exponer la fuerza del mito que hace que la gente común no crea en los vampiros, de ahí que el protagonista, Lord Ruthven, se aproveche de esta situación para cometer sus actos sanguinarios. Otra de las armas de Ruthven es su gran capacidad de seducción y su efectividad como lo que es, un vampiro, que destaca en el cruel final de este relato con el que Polidori transformó el personaje de vampiro del folclore en una personalidad aristocrática, causando gran impacto en la sociedad de la época.",https://ww3.lectulandia.co/book/el-vampiro/,Clásico,2026-09-06 12:58:36,https://assets.lectulandia.co/b/John%20William%20Polidori/El%20vampiro%20(4758)/big.jpg
Diferencia de la filosofía de la naturaleza en Demócrito y Epicuro,Karl Marx,"Clásico, Filosofía",N/D,"Diferencia de la filosofía de la naturaleza en Demócrito y Epicuro, también conocida como Diferencia de la filosofía de la naturaleza de Demócrito y Epicuro o Diferencia entre la filosofía de la naturaleza de Demócrito y Epicuro, la tesis que Karl Marx presentó en marzo del 1841 para obtener el título de doctor en la Universidad de Jena, en Bélgica, es un estudio comparativo que se sitúa en una distinción fundamental: el horizonte que ambos pensadores otorgan al carácter de la necesidad. Así, Demócrito limita su horizonte a la posibilidad real y a partir de allí deduce la necesidad. Es decir, que el hombre asume la realidad contingente del mundo como necesario y por ello le atribuye esencias. En contraposición, Epicuro no considera la existencia relativa como existencia absoluta: ""La realidad contingente sólo tiene valor de posibilidad, y la posibilidad abstracta es precisamente el antípoda de la posibilidad real. La segunda se contiene dentro de los límites definidos como el entendimiento: la primera es ilimitada como la fantasía"".",https://ww3.lectulandia.co/book/diferencia-de-la-filosofia-de-la-naturaleza-en-democrito-y-epicuro/,Clásico,2026-09-06 12:58:39,https://assets.lectulandia.co/b/Karl%20Marx/Diferencia%20de%20la%20filosofia%20de%20la%20natural%20(4759)/big.jpg
El retrato de Dorian Gray,Oscar Wilde,"Clásico, Terror",N/D,"Basil Hallward es un artista que queda enormemente impresionado por la belleza estética de un joven llamado Dorian Gray y comienza a encapricharse con él, creyendo que esta belleza es la responsable de la nueva forma de su arte. Basil pinta un retrato del joven. Charlando en el jardín de Basil, Dorian conoce a Lord Henry Wotton, un amigo de Basil, y empieza a cautivarse por la visión del mundo de Lord Henry. Exponiendo un nuevo tipo de hedonismo, Lord Henry indica que ""lo único que vale la pena en la vida es la belleza, y la satisfacción de los sentidos"". Al darse cuenta de que un día su belleza se desvanecerá, Dorian desea tener siempre la edad de cuando le pintó en el cuadro Basil. El deseo de Dorian se cumple, mientras él mantiene para siempre la misma apariencia del cuadro, la figura retratada envejece por él. Su búsqueda del placer lo lleva a una serie de actos de libertinaje y perversión; pero el retrato sirve como un recordatorio de los efectos de cada uno de los actos cometidos sobre su alma, con cada pecado la figura se va desfigurando y envejeciendo.",https://ww3.lectulandia.co/book/el-retrato-de-dorian-gray/,Clásico,2026-09-06 12:58:41,https://assets.lectulandia.co/b/Oscar%20Wilde/El%20retrato%20de%20Dorian%20Gray%20(4711)/big.jpg
Kokoro,Natsume Söseki,Clásico,N/D,"Kokoro es la recreación penetrante y desgarradora de la complejidad moral existente en las relaciones humanas donde hay tanto que queda sin decirse, incluso en los ámbitos más íntimos. En este sentido, los silencios de la obra, más elocuentes que las palabras, y las alusiones indirectas, sirven de puente al corazón de las cosas y de las personas. Un corazón observado tanto desde la especial perspectiva de la cultura japonesa, como desde la condición humana en general. Kokoro, que quiere decir precisamente corazón, es una lectura sobre el amor y la vida que se hace inolvidable por su sobria, poética intensidad.",https://ww3.lectulandia.co/book/kokoro/,Clásico,2026-09-06 12:58:45,https://assets.lectulandia.co/b/Natsume%20Soseki/Kokoro%20(4699)/big.jpg
Botchan,Natsume Söseki,Clásico,N/D,"Botchan es un indiscutible clásico de la moderna literatura japonesa y, desde hace más de cien años, una de las novelas más celebradas por los lectores de aquel país. Considerada el Huckleberry Finn nipón, y comparada también con El guardián entre el centeno, narra las aventuras de Botchan, un joven tokiota descreído y cínico, alter ego de Söseki, al que mandan como profesor a una escuela rural situada en la remota isla de Shikoku. En su nuevo destino pronto se topará con una serie de insólitos personajes, como el jefe de estudios «Camisarroja» o el «Calabaza», un triste profesor de ciencias de aspecto enfermizo y ánimo sombrío. Pero sobre todo se verá obligado a hacer frente a una auténtica caterva de fieros alumnos asilvestrados, que se consagrarán a hacerle la vida imposible. Perspicaz y penetrante, tierna y diferente, Botchan es una de las más hilarantes y entretenidas novelas japonesas de todos los tiempos.",https://ww3.lectulandia.co/book/botchan/,Clásico,2026-09-06 12:58:47,https://assets.lectulandia.co/b/Natsume%20Soseki/Botchan%20(4702)/big.jpg
Musashi,Eiji Yoshikawa,"Aventuras, Biografía, Clásico, Fantástico, Histórico",N/D,"Una saga épica monumental sobre la vida y andanzas del samurai más famoso de todos los tiempos y, a la vez, un clásico de las letras japonesas que se ha convertido en un auténtico best seller internacional: sólo en Japón lleva vendidos 120 millones de ejemplares.En 1600 tuvo lugar la batalla de Sekigahara, el conflicto final tras varias décadas de guerra civil, en la que Tokugawa Ieyasu se impuso como nuevo shôgun de Japón. En medio de la devastación y los miles de muertos recobró la conciencia un muchacho que, con la ingenuidad de la juventud, se había unido a la batalla soñando con llegar a ser samurai. Su regreso a casa, convertido en un fugitivo y acosado como un animal salvaje, marca el principio de una vida entregada al camino de la espada, la vida de un joven que renacería con el nombre de Musashi y cuyas hazañas se hicieron legendarias.La biografía de Miyamoto Musashi, la espada más célebre de la historia de Japón, sirve de base a una de las novelas más apasionantes que han dado las letras japonesas. Un libro de lectura compulsiva en el que brillan con luz propia los mejores recursos de una forma de narrar tan enérgica como eficaz y que permite al lector entender la tradición heroica japonesa.""El equivalente japonés de Lo que el viento se llevó. Edwin O. Reischauer.""Una saga emocionante... Una lectura que conmueve."" San Francisco Chronicle.""Vivo, sutil, imaginativo... Rebosante de personajes memorables, muchos de ellos históricos."" Publisher's Weekly.",https://ww3.lectulandia.co/book/musashi/,Clásico,2026-09-06 12:58:51,https://assets.lectulandia.co/b/Eiji%20Yoshikawa/Musashi%20(4632)/big.jpg
Guerra y paz (Ed. Muchnik),León Tolstói,"Clásico, Histórico",N/D,N/D,https://ww3.lectulandia.co/book/guerra-y-paz-ed-muchnik/,Clásico,2026-09-06 12:58:54,https://assets.lectulandia.co/b/Leon%20Tolstoi/Guerra%20y%20paz%20(Ed.%20Muchnik)%20(4633)/big.jpg
El barrio maldito,Félix Urabayen,"Clásico, Drama",N/D,"Escrita en 1925, El barrio Maldito trata sobre los «agotes», una minoría étnica de orígen incierto que habitaba en algunos valles navarros. También refleja el ambiente de la Navarra de hace un siglo, los Sanfermines, etc. Es una novela lírica y realista simultáneamente, que se lee con gran interés. Igualmente sugestivas resultan sus novelas de ambiente vasco Centauros del Pirineo, La última cigüeña, Estampas del camino, y Los robles navarros. Las demás novelas son de ambiente netamente toledano.",https://ww3.lectulandia.co/book/el-barrio-maldito/,Clásico,2026-09-06 12:58:58,https://assets.lectulandia.co/b/Felix%20Urabayen/El%20barrio%20maldito%20(4618)/big.jpg
Tiempo de silencio,Luis Martín-Santos,"Clásico, Drama",N/D,"El protagonista de la novela es Pedro, un joven médico investigador en Madrid a finales de la década de los 40. La paupérrima situación económica y social impiden el avance de las investigaciones sobre el cáncer que realiza en una cepa de ratones. Estos ratones habían sido traídos desde Estados Unidos y no se había podido mantener un ritmo de reproducción superior al de su muerte. Su ayudante en el laboratorio, Amador, había regalado meses antes algunos ejemplares a un pariente suyo, el Muecas. Este ha logrado criar estos ratones en su chabola con ayuda de sus hijas. Pedro y Amador acuden a esa chabola para recomprar algunos de esos ratones y poder continuar con las investigaciones. Tras esa visita Pedro entra en contacto con los bajos fondos de Madrid y el Muecas acude a él en su condición de médico cuando su hija mayor, Florita, se desangra debido a un aborto que le ha practicado en casa su padre. La chica muere cuando Pedro, que no ejerce la medicina, intenta salvarla. El protagonista se encuentra entonces perseguido por la policía, que acaba por detenerle y solo le libera cuando la esposa del Muecas explica lo ocurrido. Lo interesante de Tiempo de silencio no es su trama, que entronca con otras novelas de corte realista —especialmente con Baroja y su trilogía La lucha por la vida—, sino la forma de narrar. Martín-Santos se alejó de un estilo propio de la época, sencillo y árido, para armar un libro de resonancias clásicas, con un lenguaje cultivado y complejo, de prolijas descripciones, excursos culteranistas y diálogos empapados de clasicismo. Huelga decir que es una novela difícil en tanto al lenguaje se refiere, si bien la historia que se cuenta es tan sencilla (en su desarrollo narrativo, no en otros planos) como directa.",https://ww3.lectulandia.co/book/tiempo-de-silencio/,Clásico,2026-09-06 12:59:00,https://assets.lectulandia.co/b/Luis%20Martin-Santos/Tiempo%20de%20silencio%20(4619)/big.jpg
Senda hacia tierras hondas,Bashô Matsuo,"Clásico, Poesía, Relato",N/D,"«Senda hacia tierras hondas» es la nueva versión española de la inmortal obra de Matsuo Bashô «Oku no Hosomichi», traducida ahora del japonés por Antonio Cabezas. Escrita a raíz de un viaje poético y espiritual de más de dos mil kilómetros a pie, por zonas apenas transitadas de su país, la obra sigue el modelo de la renga, alternando momentos de gran intensidad con otros más suaves y remansados. Corresponde a la etapa final de la vida de Bashô, tras su conversión al budismo Zen. Nacido en 1644 y muerto en 1694, a los cincuenta años, Matsuo Bashô es uno de los más grandes maestros de la literatura japonesa y universal, y algunos de sus haikus, entre ellos los incluidos en su «Senda hacia tierras hondas», se cuentan entre los más hermosos jamás escritos.",https://ww3.lectulandia.co/book/senda-hacia-tierras-hondas/,Clásico,2026-09-06 12:59:04,https://assets.lectulandia.co/b/Matsuo%20Basho/Senda%20hacia%20tierras%20hondas%20(4577)/big.jpg
Lisístrata,Aristófanes,"Clásico, Humor, Teatro",N/D,"Cansadas de soportar las prolongadas ausencias del hogar que la guerra impone a los varones y de la consiguiente escasez de relaciones sexuales, las mujeres de toda la Hélade, convocadas en Atenas por Lisístrata, deciden hacer que tan incómoda situación obre en su favor, llevándola a sus últimos extremos. Para conseguir la paz fuera de sus casas declararán la guerra dentro de ellas: forzarán a los hombres a concertar la paz, negándose por completo a mantener relaciones sexuales con ellos mientras dure la guerra.",https://ww3.lectulandia.co/book/lisistrata/,Clásico,2026-09-06 12:59:06,https://assets.lectulandia.co/b/Aristofanes/Lisistrata%20(4581)/big.jpg
Alrededor de la luna,Julio Verne,"Aventuras, Clásico",N/D,Debes Iniciar sesión para escribir un comentario.,https://ww3.lectulandia.co/book/alrededor-de-la-luna/,Clásico,2026-09-06 12:59:10,https://assets.lectulandia.co/b/Julio%20Verne/Alrededor%20de%20la%20luna%20(4593)/big.jpg
Robin Hood,Anónimo,"Aventuras, Clásico",N/D,Debes Iniciar sesión para escribir un comentario.,https://ww3.lectulandia.co/book/robin-hood-2/,Clásico,2026-09-06 12:59:13,https://assets.lectulandia.co/b/Anonimo/Robin%20Hood%20(4601)/big.jpg
Don Juan Tenorio,José Zorrilla,"Clásico, Drama, Teatro",N/D,"Don Juan Tenorio es un drama romántico en dos partes publicado en 1844 por José Zorrilla. Constituye, junto con El burlador de Sevilla y convidado de piedra, atribuida a Tirso de Molina y de la que Don Juan Tenorio es deudora, una de las dos principales materializaciones literarias en lengua española del mito de Don Juan.",https://ww3.lectulandia.co/book/don-juan-tenorio/,Clásico,2026-09-06 12:59:15,https://assets.lectulandia.co/b/Jose%20Zorrilla/Don%20Juan%20Tenorio%20(4602)/big.jpg
Los tres mosqueteros,Alexandre Dumas,"Aventuras, Clásico",Las novelas de D’Artagnan,"La acción se sitúa durante el reinado de Luis XIII, en Francia. D’Artagnan es un joven de 18 años, hijo de un noble gascón, antiguo mosquetero, de escasos recursos económicos. Se dirige a París con una carta de su padre para el señor de Treville, jefe de los Mosqueteros del Rey. En una posada, durante su ruta, D’Artagnan desafía a un caballero que acompaña a una bella y misteriosa dama.",https://ww3.lectulandia.co/book/los-tres-mosqueteros/,Clásico,2026-09-06 12:59:18,https://assets.lectulandia.co/b/Alexandre%20Dumas/Los%20tres%20mosqueteros%20(4564)/big.jpg
De la Tierra a la Luna,Julio Verne,"Aventuras, Clásico",N/D,Debes Iniciar sesión para escribir un comentario.,https://ww3.lectulandia.co/book/de-la-tierra-a-la-luna/,Clásico,2026-09-06 12:59:21,https://assets.lectulandia.co/b/Julio%20Verne/De%20la%20Tierra%20a%20la%20Luna%20(4573)/big.jpg
Las furias,Pío Baroja,"Clásico, Histórico, Relato",Memorias de un hombre de acción,"Las Furias es un relato que comienza con el diario de un supuesto comerciante malagueño, Pepe Carmona y que recoge impresiones e ideas que le sugirió al novelista una visita a la ciudad mediterránea. El relato se desenvuelve todo el en ambiente mediterráneo: el de Tarragona, el de Barcelona,… Historias de amor mezcladas con pasión y tensión política. El supuesto diario culmina con el relato del asalto a la ciudadela de Barcelona y las matanzas que tuvieron lugar en ella. La segunda parte la constituye la versión que da Aviraneta de las causas internas o sacadas de la tragedia: lo pasional y romántico quedan sustituidos por la maniobra o intriga política oscurísima. El tercer relato, puesto otra vez en pluma de Pepe Carmona, se refiere a la revolución de Málaga en 1836, caso curioso de movimiento popular provocado por gente nada popular, con las muertes, de Saint Just y conde de Donadio como hechos más señalados. Aún hay un cuarto relato en que las figuras centrales son Narváez y una dama a la que galanteó de joven. La imagen de «Las furias» clásicas domina sobre todas las narraciones breves y dramáticas.",https://ww3.lectulandia.co/book/las-furias/,Clásico,2026-09-06 12:59:24,https://assets.lectulandia.co/b/Pio%20Baroja/Las%20furias%20(4576)/big.jpg
El amante,Marguerite Duras,"Clásico, Drama, Romántico",N/D,"Marguerite Duras, adolescente, en el período que ella reconstruye en este libro. Marguerite Duras se convierte de la noche a la mañana, con El amante, en una autora solicitada por todos los públicos. Y, además, recibe poco después, en noviembre de 1984. el prestigioso Premio Goncourt. A todos emociona sin duda esta narración autobiográfica en la que la autora expresa, con la intensidad del deseo, esa historia de amor entre una adolescente de quince años y un rico comerciante chino de veintiséis. Esa jovencita bellísima, pero pobre, que vive en Indochina, no es otra que la propia escritora quien, hoy, recuerda las relaciones apasionadas, de intensos amor y odio, que desgarraron a su familia y, de pronto, grabaron prematuramente en su rostro los implacables surcos de la madurez. Pocas personas —y en particular mujeres— permanecerán inmunes a la contagiosa pasión que emana de este libro.",https://ww3.lectulandia.co/book/el-amante/,Clásico,2026-09-06 12:59:27,https://assets.lectulandia.co/b/Marguerite%20Duras/El%20amante%20(4522)/big.jpg
La abadía de Northanger,Jane Austen,Clásico,N/D,"Publicada originalmente en 1818, La abadía de Northanger narra la historia de Catherine Morland, una joven ingenua y aficionada a la lectura de novelas góticas. Invitada por los Tilney, que erróneamente la consideran una rica heredera, a pasar una temporada en su casa de campo, se dedicará a investigar tortuosos e imaginarios secretos de familia. Pero cuando finalmente todo se aclare y comprenda que la vida no es una novela, la inocente Catherine pondrá los pies en la tierra y encauzará su futuro según dictan las normas morales y sociales.",https://ww3.lectulandia.co/book/la-abadia-de-northanger/,Clásico,2026-09-06 12:59:29,https://assets.lectulandia.co/b/Jane%20Austen/La%20abadia%20de%20Northanger%20(4524)/big.jpg
El extraño caso del Dr. Jekyll y Mr. Hyde,Robert Louis Stevenson,"Clásico, Terror",N/D,"'El extraño caso del Dr. Jekyll y Mr. Hyde' (en inglés 'Strange Case of Dr Jekyll and Mr Hyde'), a veces titulado simplemente 'El doctor Jekyll y el señor Hyde', es una novela escrita por Robert Louis Stevenson y publicada por primera vez en inglés en 1886, que trata acerca de un abogado, Gabriel John Utterson, que investiga la extraña relación entre su viejo amigo, el Dr. Henry Jekyll, y el misántropo Edward Hyde. El libro es conocido por ser una representación vívida de la psicopatología correspondiente a un desdoblamiento de personalidad. Fue un éxito inmediato y uno de los más vendidos de Stevenson. Las adaptaciones teatrales comenzaron en Boston y Londres un año después de su publicación y aún hoy continúa inspirando películas e interpretaciones interesantes.",https://ww3.lectulandia.co/book/el-extrano-caso-del-dr-jekyll-y-mr-hyde/,Clásico,2026-09-06 12:59:33,https://assets.lectulandia.co/b/Robert%20L.%20Stevenson/El%20extrano%20caso%20del%20Dr.%20Jekyll%20y%20Mr.%20Hyd%20(4538)/big.jpg
Más allá y otros cuentos,Horacio Quiroga,"Clásico, Cuentos, Drama, Fantástico, Romántico, Terror",N/D,"El último libro publicado en vida de Horacio Quiroga fue ‘Más allá’, colección de once cuentos de 1935. La crítica de su tiempo lo trató desfavorablemente, señalando que el autor, en sus postrimerías, retrocedía a la etapa inicial, a los viejos dioses modernistas del novecientos. En forma general, la apreciación puede ser justa, pero hay varias piezas que se cuentan entre las mejores del autor y que justifican largamente la lectura del volumen.",https://ww3.lectulandia.co/book/mas-alla-y-otros-cuentos/,Clásico,2026-09-06 12:59:36,https://assets.lectulandia.co/b/Horacio%20Quiroga/Mas%20alla%20y%20otros%20cuentos%20(4498)/big.jpg
Los desterrados y otros cuentos,Horacio Quiroga,"Clásico, Cuentos, Drama, Fantástico",N/D,"‘Los desterrados’, libro publicado en 1926, es considerado el más logrado y orgánico de Horacio Quiroga, verdadera cima de su trayectoria narrativa. Recoge ocho relatos, de ambientación agreste, cuyo tema central es la lucha entre la naturaleza y el hombre, la antítesis de civilización y barbarie. La crítica lo ha ponderado como un «contario»: un conjunto de cuentos que se relacionan y se complementan entre sí. Exceptuando el primero —única pieza fantástica del volumen—, los relatos comparten tiempo, escenarios y personajes; es decir, elementos de una historia reaparecen en otras con mayor o menor jerarquía, lo que otorga una fuerte coherencia a este mundo autobiográfico-ficcional.",https://ww3.lectulandia.co/book/los-desterrados-y-otros-cuentos/,Clásico,2026-09-06 12:59:40,https://assets.lectulandia.co/b/Horacio%20Quiroga/Los%20desterrados%20y%20otros%20cuentos%20(4499)/big.jpg
